step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
575,CASH_IN,17469.02,C321049865,30524.86,13055.84,C495249853,152.5,15639.34,0,0
740,CASH_IN,5584.83,C951683884,11620.4,6035.57,C644506778,558.47,5116.85,0,0
636,CASH_OUT,10235.41,C874153140,4927.25,0.0,C483676420,1446.57,10413.69,0,0
217,DEBIT,1570.21,C397159402,1780.95,210.74,C210713523,3608.12,4872.04,0,0
189,CASH_OUT,33023.48,C359238512,40156.3,7132.82,C290448014,517.63,30717.28,0,0
185,CASH_OUT,597.62,C354337670,37013.25,36415.63,C732888279,3154.66,3676.85,0,0
683,PAYMENT,75731.32,C575933041,6639.88,0.0,C262529145,118318.03,174966.05,0,0
414,CASH_OUT,3879.07,C550569571,82454.42,78575.35,C218896625,10112.27,13626.24,0,0
338,CASH_OUT,648.82,C365446300,13789.47,13140.65,C151793380,7287.3,7894.06,0,0
720,CASH_OUT,143040.96,C615183264,42707.98,0.0,C490972288,787.14,103742.62,0,0
449,CASH_IN,7178.05,C658956999,20833.04,13654.99,C539678046,257.19,6595.32,0,0
676,PAYMENT,251134.7,C935835935,10242.45,0.0,C661897238,538.75,235884.33,0,0
732,CASH_OUT,73016.52,C307630000,3189.67,0.0,C615200744,239.15,53862.18,0,0
60,CASH_IN,1926.26,C999363472,10739.62,8813.36,C583112616,5625.49,7494.92,0,0
269,TRANSFER,6953.62,C595437042,47243.77,40290.15,C324972689,9808.4,15541.24,0,0
546,PAYMENT,10075.56,C124183979,6234.15,0.0,C741094114,864.78,10147.92,0,0
605,PAYMENT,126417.57,C195105628,25838.27,0.0,C171650960,6414.11,129003.12,0,0
111,PAYMENT,17810.29,C655749038,2633.04,0.0,C863731288,69160.76,86915.68,0,0
237,PAYMENT,11129.19,C429114882,43048.71,31919.52,C426399411,166684.02,176424.04,0,0
408,CASH_OUT,5654.56,C762622897,21362.92,15708.36,C221663321,19667.81,24820.71,0,0
594,PAYMENT,7398.24,C970872465,2201.37,0.0,C558023214,3587.77,9325.18,0,0
84,PAYMENT,84818.23,C541954381,9546.96,0.0,C459639367,18556.73,85309.86,0,0
447,CASH_OUT,8157.31,C473868262,54022.79,45865.48,C976842091,56008.46,63800.57,0,0
221,CASH_OUT,3979.87,C222568873,2021.21,0.0,C260213336,132.55,3393.95,0,0
161,CASH_IN,2933.31,C850599964,2680.01,0.0,C475649696,70807.79,73584.84,0,0
383,PAYMENT,2990.58,C133426026,12037.17,9046.59,C910167777,1844.09,3982.89,0,0
308,PAYMENT,649.52,C838780022,327746.62,327097.1,C788053563,1876.32,2373.51,0,0
473,PAYMENT,2099.23,C322535436,4871.38,2772.15,C573390205,2594.45,4171.03,0,0
237,CASH_OUT,120229.36,C725373657,28082.76,0.0,C885909722,8744.25,111915.5,0,0
612,CASH_IN,5586.57,C773930621,19736.07,14149.5,C301565666,664.97,4710.54,0,0
59,CASH_OUT,28794.54,C756570957,5517.72,0.0,C828667780,2943.44,26070.1,0,0
641,CASH_OUT,93.53,C338243695,17012.44,16918.91,C622376773,12651.09,12744.23,0,0
23,PAYMENT,22538.05,C677848150,6824.32,0.0,C414959824,7283.95,28430.62,0,0
547,PAYMENT,6060.61,C134217883,7811.04,1750.43,C296255825,9754.33,15379.65,0,0
258,PAYMENT,3406.39,C921189799,1105.54,0.0,C569468221,2743.13,5265.68,0,0
285,PAYMENT,11223.08,C277201129,12878.9,1655.82,C102724290,17131.56,26215.16,0,0
15,TRANSFER,3319.32,C976109386,51464.13,48144.81,C312306413,32910.57,35911.82,0,0
522,CASH_OUT,177.16,C939051502,14561.53,14384.37,C450298084,29542.66,29667.82,0,0
123,CASH_IN,42618.61,C765311767,68580.37,25961.76,C433829059,10611.55,45993.22,0,0
490,CASH_IN,12549.44,C670673813,31904.14,19354.7,C268975483,26635.67,38916.26,0,0
539,CASH_OUT,4605.03,C307605286,12218.27,7613.24,C899737213,23574.22,26911.49,0,0
629,CASH_OUT,1423.49,C831504536,5208.84,3785.35,C783454577,607868.73,609252.19,0,0
527,CASH_IN,574.93,C200244780,6442.07,5867.14,C151873657,44025.34,44461.34,0,0
225,TRANSFER,12124.78,C323820307,1471.79,0.0,C860668864,4189.18,13364.39,0,0
549,CASH_IN,147885.52,C954027500,8949.76,0.0,C727238473,952.39,113142.9,0,0
614,TRANSFER,11680.78,C768555640,16630.57,4949.79,C600051717,3071.58,14511.47,0,0
236,PAYMENT,672.52,C200968899,175103.35,174430.83,C644174523,2704.81,3297.38,0,0
93,PAYMENT,12151.53,C229672010,29509.88,17358.35,C106853233,12339.5,23582.54,0,0
662,PAYMENT,7361.23,C331363043,3650.86,0.0,C526465373,1393.45,7355.47,0,0
110,CASH_OUT,38379.49,C264370593,1542.17,0.0,C269863041,42020.75,78940.87,0,0
442,PAYMENT,24151.93,C614584993,9800.34,0.0,C686193406,402.94,21525.76,0,0
176,CASH_IN,37.54,C106717438,45145.54,45108.0,C938150240,260.2,293.23,0,0
94,PAYMENT,21621.34,C358702383,9595.75,0.0,C577735274,3853.71,23868.5,0,0
577,CASH_OUT,1331.07,C382721296,30120.95,28789.88,C643756101,1078.57,2319.25,0,0
107,CASH_OUT,626.96,C973782087,10181.34,9554.38,C700708462,510.39,1077.51,0,0
498,PAYMENT,5771.85,C976760984,39163.51,33391.66,C936592172,1561.3,5807.49,0,0
515,PAYMENT,16979.26,C860925558,1216.96,0.0,C134367663,1248.03,17548.42,0,0
45,CASH_OUT,422.71,C574578967,148193.36,147770.65,C379108018,5005.25,5334.23,0,0
129,PAYMENT,28803.08,C553874391,2518.14,0.0,C341525058,1608.65,30378.84,0,0
591,CASH_IN,32016.6,C771342205,43940.8,11924.2,C744906140,1862.28,27976.7,0,0
377,PAYMENT,8818.06,C915917545,8881.48,63.42,C503111623,4871.91,11362.0,0,0
91,CASH_OUT,1699.82,C595972091,11229.04,9529.22,C794822643,30504.66,31855.72,0,0
737,CASH_OUT,1390.08,C927278967,9305.37,7915.29,C525168634,69379.16,70591.39,0,0
197,CASH_IN,51363.23,C769232356,19602.39,0.0,C978129642,6412.35,48398.39,0,0
3,CASH_OUT,533.68,C764946811,26536.78,26003.1,C790282730,7375.93,7882.18,0,0
687,CASH_OUT,55052.74,C695472281,65351.93,10299.19,C116358834,3534.27,53338.39,0,0
13,CASH_OUT,6018.79,C402098256,110406.39,104387.6,C989613305,11687.18,16285.75,0,0
412,CASH_IN,6819.2,C647706720,21976.57,15157.37,C957013493,9920.86,15796.66,0,0
738,CASH_IN,374.44,C420925689,174645.13,174270.69,C452431195,53451.28,53801.85,0,0
430,CASH_OUT,6222.39,C684684016,15359.03,9136.64,C973509951,164.08,6183.43,0,0
435,CASH_IN,24451.67,C329312015,67249.21,42797.54,C854193164,3222.47,23235.75,0,0
289,PAYMENT,731.04,C819247925,25414.61,24683.57,C521450418,9050.2,9764.67,0,0
95,TRANSFER,19881.49,C614230203,5861.69,0.0,C590241626,4687.66,18819.24,0,0
426,CASH_OUT,9511.17,C739172255,17533.2,8022.03,C126684454,906.41,9495.07,0,0
667,PAYMENT,2543.36,C299611930,28417.43,25874.07,C608184588,473.97,2850.98,0,0
68,CASH_IN,37737.57,C812597428,12729.82,0.0,C699713553,20981.16,52210.6,0,0
655,CASH_IN,153.84,C822344301,24817.01,24663.17,C423440099,1258.32,1366.51,0,0
309,PAYMENT,15123.81,C231037874,48925.03,33801.22,C376086833,208.76,13912.6,0,0
399,PAYMENT,149489.78,C709906359,12899.45,0.0,C845625331,22967.4,142973.2,0,0
123,PAYMENT,108217.42,C886189978,161.45,0.0,C503806534,11228.04,91908.88,0,0
462,CASH_IN,16344.59,C763319720,165612.37,149267.78,C337612213,3989.52,16201.1,0,0
136,PAYMENT,4707.79,C524526722,8549.37,3841.58,C437339341,947.48,5329.25,0,0
203,CASH_OUT,2580.03,C918971531,3885.78,1305.75,C543017247,4007.03,5958.09,0,0
537,CASH_OUT,4697.25,C887119594,2474.6,0.0,C604157048,43829.29,47799.54,0,0
38,CASH_IN,21565.56,C907141494,8065.34,0.0,C875101172,268.69,21642.68,0,0
333,TRANSFER,1894.98,C374240442,5743.81,3848.83,C768268983,294.37,2052.24,0,0
442,CASH_IN,31677.53,C492781714,4422.61,0.0,C308205092,1587.67,28962.06,0,0
99,PAYMENT,376882.57,C319448907,4802.11,0.0,C524471803,4684.63,328231.76,0,0
220,PAYMENT,7248.94,C959087981,29572.92,22323.98,C589332194,2011.58,7449.72,0,0
256,PAYMENT,720.6,C880387133,280841.34,280120.74,C712254608,15631.91,16232.84,0,0
494,PAYMENT,720.15,C322317854,45745.9,45025.75,C780784822,34888.1,35423.51,0,0
726,PAYMENT,32788.0,C596845102,71962.27,39174.27,C536764686,8117.55,31891.3,0,0
622,CASH_IN,7276.88,C513913406,7584.67,307.79,C383548035,13477.52,18809.59,0,0
141,CASH_IN,39273.12,C431130546,15630.79,0.0,C693388573,8020.69,42658.93,0,0
14,DEBIT,3100.93,C706541847,25329.46,22228.53,C213175590,4999.61,7350.32,0,0
39,CASH_OUT,36138.8,C925499734,4967.46,0.0,C706729128,478.95,27395.26,0,0
443,CASH_IN,6094.01,C509712164,7054.39,960.38,C906675970,772.49,6623.59,0,0
117,CASH_IN,2167.85,C845102277,48138.04,45970.19,C738497404,431.97,2028.82,0,0
172,CASH_OUT,3937.11,C724878039,68558.26,64621.15,C490277967,3761.94,7351.37,0,0
630,CASH_IN,939.46,C277217523,14781.26,13841.8,C840969814,7465.89,8241.04,0,0
650,CASH_IN,290932.69,C415375479,2224.45,0.0,C578990241,361.89,254556.74,0,0
624,PAYMENT,6812.49,C665113222,8575.05,1762.56,C586650304,5600.84,10417.32,0,0
189,CASH_OUT,25851.54,C748572045,1537.64,0.0,C866908759,1017.0,19113.23,0,0
461,TRANSFER,3082.93,C949325048,14955.04,11872.11,C273950347,717.26,3631.17,0,0
454,TRANSFER,1219.91,C953486275,19596.47,18376.56,C801782965,1594.59,2622.53,0,0
138,CASH_IN,5318.86,C460185964,8901.14,3582.28,C711676757,654.02,4491.0,0,0
412,PAYMENT,58814.67,C497104882,19198.1,0.0,C789158181,14646.94,61877.29,0,0
391,PAYMENT,3173.79,C955730658,24968.04,21794.25,C905945852,3632.19,6335.96,0,0
295,PAYMENT,1690.94,C284529802,19639.4,17948.46,C812941775,21319.67,22572.06,0,0
559,CASH_IN,10719.67,C572117349,2203.28,0.0,C491563129,2212.12,11472.86,0,0
504,CASH_IN,19895.34,C711602552,9137.15,0.0,C122966915,2367.91,19450.55,0,0
396,CASH_IN,155924.42,C120319590,24705.09,0.0,C548239750,143213.06,280559.17,0,0
540,PAYMENT,15317.49,C671404747,142638.35,127320.86,C152145925,264.67,14710.27,0,0
567,TRANSFER,25827.29,C334011951,8884.93,0.0,C988657226,49615.88,70893.27,0,0
422,PAYMENT,29575.32,C352580963,30523.75,948.43,C676112964,96581.58,125168.14,0,0
199,PAYMENT,1016.96,C659556628,49872.64,48855.68,C823346551,19505.88,20362.57,0,0
564,TRANSFER,1430.82,C108001301,9947.32,8516.5,C117597474,2711.22,3909.02,0,0
534,PAYMENT,1151.69,C509472701,74802.88,73651.19,C594386919,64114.37,65147.1,0,0
731,CASH_IN,736.67,C625661240,81085.61,80348.94,C200235348,2754.05,3406.19,0,0
112,PAYMENT,33922.3,C198207245,105934.59,72012.29,C149000488,1379.65,25241.63,0,0
312,CASH_OUT,13658.13,C376792683,26572.93,12914.8,C320051673,2443.33,16029.47,0,0
687,CASH_IN,9349.64,C580946931,460563.43,451213.79,C364921990,1761.02,10949.92,0,0
383,CASH_OUT,76.18,C370536971,5308.56,5232.38,C753328021,894.33,954.08,0,0
701,PAYMENT,327701.48,C577069222,323229.02,0.0,C901736778,36243.46,320549.07,0,0
10,CASH_OUT,1620.21,C626267959,42296.06,40675.85,C798239828,1221.45,2730.1,0,0
27,CASH_OUT,325547.27,C425732938,99765.83,0.0,C765880473,4659.37,322439.2,0,0
592,CASH_IN,596.67,C534136724,8266.31,7669.64,C608940058,365.48,888.03,0,0
267,CASH_IN,1877.47,C226142590,47415.86,45538.39,C329541758,5195.04,6519.94,0,0
387,CASH_IN,153.68,C312967983,113602.55,113448.87,C951210300,613.59,752.55,0,0
319,PAYMENT,15550.14,C494124271,2614.85,0.0,C569567704,587.06,11906.37,0,0
304,PAYMENT,1116.26,C633102621,10456.83,9340.57,C607904642,4037.1,5043.24,0,0
699,CASH_IN,1174.5,C966598654,538.14,0.0,C113461800,32943.53,33972.66,0,0
70,CASH_OUT,685.04,C673662439,10224.08,9539.04,C512185292,10858.95,11470.14,0,0
574,CASH_IN,32834.63,C120693059,3928.4,0.0,C713620848,12288.47,37136.97,0,0
662,CASH_IN,29162.37,C572106196,9636.84,0.0,C545611592,3889.94,28622.05,0,0
489,CASH_OUT,211432.48,C624525501,1072459.36,861026.88,C652867799,2686.11,189885.69,0,0
294,PAYMENT,2358.37,C139171223,175730.22,173371.85,C828735496,20415.57,22278.89,0,0
119,PAYMENT,12014.56,C446516650,1541.99,0.0,C119616885,1783.41,10848.24,0,0
508,CASH_OUT,795.68,C884361089,30748.84,29953.16,C913952005,22070.15,22680.28,0,0
349,CASH_OUT,4433.43,C421204296,44284.79,39851.36,C477916501,45465.29,49709.88,0,0
111,CASH_IN,3184.59,C510858038,8047.8,4863.21,C787083881,1080.85,3753.88,0,0
268,CASH_IN,18694.97,C299044413,17456.4,0.0,C159876848,1408.1,18202.2,0,0
715,PAYMENT,50546.01,C169288995,20210.82,0.0,C377401370,1840.42,45030.3,0,0
198,PAYMENT,48238.85,C386382445,1772.39,0.0,C196994893,350.54,46188.94,0,0
133,PAYMENT,1777.46,C795545412,2844.11,1066.65,C671838985,2111.33,3626.7,0,0
507,PAYMENT,48885.8,C984849806,17299.71,0.0,C641343666,51154.69,86743.43,0,0
149,PAYMENT,7484.93,C694138976,15507.88,8022.95,C740400594,748.42,6432.44,0,0
684,PAYMENT,4517.55,C847798332,4615.41,97.86,C940616006,53388.63,56568.89,0,0
639,CASH_OUT,2263.53,C684493995,4057.96,1794.43,C273933370,2252.51,4401.64,0,0
731,CASH_IN,2957.55,C692849943,11676.47,8718.92,C573703619,220855.55,223514.33,0,0
679,CASH_IN,186495.97,C484222601,50474.65,0.0,C714885522,1440.49,174464.1,0,0
182,CASH_IN,14091.67,C469447356,11911.64,0.0,C940196481,3792.7,16679.62,0,0
158,CASH_IN,11095.57,C582704772,152374.45,141278.88,C618655888,954.96,11466.28,0,0
255,CASH_OUT,5054.1,C785772586,4704.47,0.0,C475419699,1425.3,6459.64,0,0
350,PAYMENT,661828.34,C145534971,17848.32,0.0,C611031830,54650.98,647676.57,0,0
654,PAYMENT,84882.13,C281124550,7852.26,0.0,C707358675,11546.83,77388.17,0,0
545,DEBIT,2212.96,C369061987,32271.55,30058.59,C633101096,31315.61,32931.99,0,0
479,CASH_IN,4951.73,C423408282,4136.55,0.0,C276184705,460.33,4802.62,0,0
653,PAYMENT,5510.22,C515729357,240649.46,235139.24,C478694361,15973.58,21104.85,0,0
480,CASH_OUT,10536.17,C680007496,1057.94,0.0,C456853461,855.26,10005.62,0,0
282,CASH_IN,2293.41,C477040748,175118.88,172825.47,C647251054,442.67,2256.91,0,0
307,CASH_OUT,17851.98,C300126792,15290.43,0.0,C910226988,7553.6,23904.59,0,0
385,CASH_OUT,110609.21,C131078059,30596.38,0.0,C731387214,7415.81,99707.22,0,0
66,CASH_OUT,761.64,C770688425,98892.37,98130.73,C824452120,5410.1,6008.73,0,0
552,PAYMENT,1063.52,C688423262,48363.09,47299.57,C620298756,17882.99,18895.81,0,0
486,PAYMENT,3395.87,C334261278,4469.18,1073.31,C934681211,23680.79,26645.23,0,0
544,PAYMENT,3691.43,C881166488,32864.04,29172.61,C945589243,69252.38,72150.28,0,0
397,CASH_IN,295740.77,C246133093,219962.19,0.0,C237548426,576.73,236749.78,0,0
582,PAYMENT,49171.85,C325870006,3530.03,0.0,C675357933,73396.33,116249.57,0,0
706,PAYMENT,44346.11,C267619725,320501.67,276155.56,C555361981,145533.37,182202.15,0,0
424,CASH_IN,5034.86,C756336951,23826.5,18791.64,C974816520,2542.2,6309.06,0,0
331,PAYMENT,4839.83,C678529228,6975.49,2135.66,C114351873,243.89,4518.14,0,0
78,CASH_OUT,594.03,C162825489,3498.42,2904.39,C288932958,407.36,945.99,0,0
579,CASH_OUT,33094.83,C658383788,9557.38,0.0,C216569340,2140.23,25307.69,0,0
672,CASH_IN,19612.03,C203538533,711.29,0.0,C280873215,184509.25,201396.4,0,0
520,CASH_OUT,82026.3,C960097384,7166.22,0.0,C186226030,5068.22,76689.36,0,0
644,CASH_IN,5544.19,C670462180,9005.67,3461.48,C803829639,1618.2,6051.44,0,0
640,CASH_IN,6277.94,C783934782,2666.12,0.0,C544719154,1431.21,6463.73,0,0
593,CASH_IN,11004.75,C614004491,41018.06,30013.31,C704666725,454.46,9206.51,0,0
374,TRANSFER,40352.78,C445301603,9622.42,0.0,C999918349,23723.87,57361.88,0,0
75,CASH_OUT,574.56,C717399154,5147.71,4573.15,C682468782,4164.19,4706.33,0,0
3,CASH_OUT,30482.29,C852176254,8200.9,0.0,C779052500,215279.64,240906.34,0,0
152,CASH_OUT,7809.59,C260235017,22757.75,14948.16,C556092481,15226.26,23020.97,0,0
321,PAYMENT,1205.26,C753929115,14910.66,13705.4,C781214124,21892.19,22871.88,0,0
553,CASH_OUT,190.13,C177259549,4668.24,4478.11,C120762957,3178.65,3351.63,0,0
339,PAYMENT,6338.18,C942486820,16130.71,9792.53,C246820451,689.62,6170.18,0,0
18,CASH_OUT,109741.55,C262210185,12381.84,0.0,C216951447,1020.0,102935.51,0,0
157,CASH_IN,165120.77,C216635030,2418.26,0.0,C713244659,417.95,160008.72,0,0
728,CASH_OUT,15362.38,C276517017,8666.7,0.0,C566425776,25303.82,38415.69,0,0
735,CASH_OUT,276954.97,C711589469,31856.84,0.0,C385267046,2458.12,237411.14,0,0
281,PAYMENT,7500.36,C718271408,31514.64,24014.28,C995879076,27296.15,34667.62,0,0
599,PAYMENT,45068.84,C838194359,9462.14,0.0,C524336250,6276.99,50448.86,0,0
535,CASH_OUT,3596.74,C144358971,36870.21,33273.47,C703453897,2901.34,6494.84,0,0
692,TRANSFER,3209.02,C868859295,3071.95,0.0,C175207740,598.67,2995.62,0,0
660,CASH_OUT,2393.43,C372104825,3218.01,824.58,C950898271,8458.6,10136.56,0,0
468,CASH_OUT,198.55,C658578797,9164.73,8966.18,C116058112,3315.82,3480.85,0,0
294,CASH_OUT,82188.12,C915026591,126291.65,44103.53,C408018180,24932.59,100545.83,0,0
466,CASH_IN,2553.09,C329937845,17066.58,14513.49,C752732086,1355.95,3198.92,0,0
238,PAYMENT,1914.88,C845494158,8839.2,6924.32,C972763361,14898.17,16453.21,0,0
259,CASH_IN,968.79,C399998104,135429.57,134460.78,C694911704,94233.13,95080.28,0,0
453,CASH_OUT,5609.14,C565280189,8687.08,3077.94,C269031131,8027.28,12311.34,0,0
425,CASH_OUT,193742.68,C441241695,381589.18,187846.5,C145245719,20201.75,198317.65,0,0
432,CASH_IN,351091.42,C104694688,6204.78,0.0,C481426500,13758.37,283698.97,0,0
286,CASH_IN,407.66,C932070393,2928.97,2521.31,C618960943,149726.36,150114.53,0,0
304,PAYMENT,4281.22,C673393665,10409.32,6128.1,C975761106,9593.19,13037.35,0,0
8,CASH_IN,1259.1,C515500501,9194.62,7935.52,C654919371,17325.35,18432.85,0,0
448,CASH_OUT,48002.48,C197032460,3977.54,0.0,C537123256,4604.1,46042.06,0,0
428,CASH_OUT,13573.42,C530873573,661960.47,648387.05,C517809488,1219.38,11927.91,0,0
695,CASH_OUT,2576.47,C684179017,21545.88,18969.41,C200305541,558.52,2701.43,0,0
375,CASH_IN,9233.85,C334285169,26805.82,17571.97,C645752266,48072.39,56879.56,0,0
348,PAYMENT,3431.14,C769953826,6682.06,3250.92,C806266762,800.27,3766.5,0,0
51,TRANSFER,75048.35,C109963219,75048.35,0.0,C479099066,18817.75,124957.48,1,0
147,CASH_IN,21688.28,C262962837,62214.14,40525.86,C483272968,10392.4,30213.53,0,0
252,TRANSFER,27056.49,C217101611,1081.64,0.0,C919412353,25642.68,46063.18,0,0
281,DEBIT,66.66,C356125224,2405.96,2339.3,C649750887,1945.97,2002.35,0,0
270,PAYMENT,7185.21,C563374897,9219.14,2033.93,C368042582,1184.04,7223.65,0,0
293,PAYMENT,344476.01,C990650740,101373.9,0.0,C103548099,9711.53,301119.66,0,0
572,PAYMENT,88170.91,C296463686,7617.66,0.0,C840909874,2903.83,65443.83,0,0
98,PAYMENT,291.56,C151659213,24939.98,24648.42,C663760029,536.01,763.93,0,0
247,CASH_OUT,4609.31,C387454139,13927.12,9317.81,C663525647,161030.0,164326.67,0,0
122,CASH_OUT,931.94,C284722264,93375.81,92443.87,C354564871,1182.59,1950.96,0,0
229,CASH_OUT,176307.13,C389279327,1240.06,0.0,C267522672,821.77,157100.59,0,0
509,CASH_IN,12577.95,C972151584,40293.47,27715.52,C544933668,3178.47,14451.11,0,0
35,PAYMENT,2034.42,C441447328,9913.49,7879.07,C782030887,46870.58,48334.07,0,0
253,CASH_IN,8616.93,C671245061,53494.08,44877.15,C367948543,99.47,6438.66,0,0
18,CASH_OUT,74.2,C716302826,3909.16,3834.96,C574336220,40367.91,40434.58,0,0
710,CASH_IN,1149.49,C217126831,13857.61,12708.12,C297426669,952.75,1940.57,0,0
541,CASH_IN,8652.46,C322969418,11455.67,2803.21,C307758083,7912.08,16132.12,0,0
181,PAYMENT,37131.3,C474144596,2970.09,0.0,C312355203,1455.62,29732.69,0,0
148,PAYMENT,246.07,C514242409,1957.42,1711.35,C921573641,177273.73,177454.86,0,0
74,CASH_OUT,4080.28,C111861080,5593.63,1513.35,C575889459,6150.67,9450.01,0,0
352,CASH_IN,49882.94,C680377210,16234.55,0.0,C926169968,1373.94,45825.63,0,0
560,CASH_OUT,594.3,C370623426,4292.53,3698.23,C952980278,2858.45,3361.1,0,0
435,CASH_OUT,12240.79,C390089852,8142.8,0.0,C478900587,5775.31,14705.92,0,0
655,PAYMENT,9124.83,C642705531,789.42,0.0,C149432865,6767.03,13349.57,0,0
256,DEBIT,177350.73,C953895322,7661.98,0.0,C373602803,10826.72,171029.07,0,0
207,CASH_OUT,5354.83,C878466887,62030.41,56675.58,C589404078,4902.36,9127.81,0,0
356,CASH_OUT,5949.84,C981705371,38475.25,32525.41,C102032749,412.03,5771.91,0,0
151,TRANSFER,37757.05,C472152429,11726.62,0.0,C990405178,2663.82,32434.29,0,0
725,PAYMENT,744.4,C207706210,19254.1,18509.7,C372879754,14646.92,15238.3,0,0
139,CASH_OUT,5444.77,C409437895,3856.86,0.0,C656916604,1471.76,5625.82,0,0
356,CASH_OUT,3567.77,C370216731,152765.3,149197.53,C590302213,16498.2,20048.54,0,0
388,CASH_IN,6310.43,C287174862,297046.44,290736.01,C725004251,5203.53,9651.25,0,0
43,TRANSFER,37314.29,C268110635,17106.87,0.0,C727083407,3321.15,30865.65,0,0
349,CASH_OUT,21971.26,C692450138,650846.27,628875.01,C863058727,42169.77,63061.96,0,0
338,CASH_OUT,2105.63,C541881854,4816.13,2710.5,C926463856,215.16,1776.38,0,0
193,TRANSFER,10363.64,C133804832,2045.47,0.0,C305538953,1457.42,9584.68,0,0
96,PAYMENT,118515.01,C607444397,4608.07,0.0,C142275130,45178.28,137481.98,0,0
34,CASH_IN,1814.46,C858117598,9611.97,7797.51,C926134609,132466.95,134116.47,0,0
7,CASH_IN,10522.81,C483086836,428523.06,418000.25,C347372277,300976.2,309640.26,0,0
358,CASH_IN,5723.36,C345299385,8762.72,3039.36,C528209744,5381.06,10830.71,0,0
67,DEBIT,7234.32,C441476130,3679.44,0.0,C719877018,11206.12,17892.28,0,0
713,CASH_IN,430.44,C350759416,3471.39,3040.95,C905760063,21404.79,21774.68,0,0
182,PAYMENT,102680.05,C992915340,73867.87,0.0,C391372390,48782.92,128331.06,0,0
485,PAYMENT,2010.56,C408958584,59632.3,57621.74,C361847961,8634.88,10520.23,0,0
501,CASH_OUT,51376.16,C931309636,6449.66,0.0,C277868929,26031.64,75342.33,0,0
369,PAYMENT,2647.9,C868234318,801.37,0.0,C195629633,11244.03,13761.88,0,0
657,CASH_OUT,2628.3,C168308956,2458.02,0.0,C434871575,12581.76,14462.35,0,0
83,CASH_IN,71942.46,C541753306,176639.42,104696.96,C604438815,940.99,66364.57,0,0
174,PAYMENT,48484.15,C690895586,37541.86,0.0,C574383202,2717.36,46895.22,0,0
188,CASH_IN,11796.98,C479918015,14738.11,2941.13,C468053692,1917.96,13513.48,0,0
101,CASH_IN,31890.74,C511189846,220411.11,188520.37,C257042747,578.24,25422.51,0,0
220,CASH_OUT,4820.37,C544749522,252076.88,247256.51,C922684249,251.42,4762.82,0,0
233,CASH_IN,7981.95,C719932687,12658.58,4676.63,C456449682,2292.67,9530.14,0,0
569,CASH_OUT,2462.85,C364386930,13012.2,10549.35,C788176670,3056.46,5429.71,0,0
225,PAYMENT,41246.31,C637264634,5579.92,0.0,C663342223,5937.64,43388.98,0,0
652,PAYMENT,2325.89,C319141938,8717.56,6391.67,C938328926,13364.11,15587.05,0,0
575,PAYMENT,117392.87,C176205870,1437.29,0.0,C736151663,6895.47,101733.95,0,0
670,PAYMENT,4589.37,C160289482,1428.56,0.0,C695630849,3095.05,6524.63,0,0
79,CASH_OUT,8407.8,C133956449,1008.29,0.0,C223537951,946.5,7748.46,0,0
732,PAYMENT,31751.98,C414638120,67948.51,36196.53,C114575645,23830.57,53820.81,0,0
457,CASH_OUT,8458.74,C645622315,1284.21,0.0,C591426770,4091.72,10346.92,0,0
730,CASH_OUT,4739.87,C509181387,248934.09,244194.22,C734507448,2251.11,6476.15,0,0
264,TRANSFER,7676.8,C264056813,4466.83,0.0,C325778326,3513.55,11161.69,0,0
709,CASH_OUT,40492.54,C214600095,180958.84,140466.3,C552884191,1314.3,40531.51,0,0
438,CASH_IN,2457.42,C524788526,7726.56,5269.14,C875943022,1890.86,4105.87,0,0
54,CASH_OUT,6456.05,C756074805,1275.02,0.0,C186136196,1785.72,7840.13,0,0
305,CASH_OUT,8254.52,C131979584,91644.14,83389.62,C445500917,2930.1,8996.7,0,0
103,CASH_OUT,38416.92,C305706301,109403.53,70986.61,C950072344,16000.24,48641.18,0,0
700,CASH_OUT,6770.15,C705046192,3432.09,0.0,C279653533,10227.16,16046.6,0,0
227,PAYMENT,210015.87,C833945965,8123.54,0.0,C385002627,79548.91,275873.58,0,0
166,CASH_OUT,6113.35,C798576245,3433.4,0.0,C521152467,43525.94,48323.56,0,0
411,CASH_OUT,5282.58,C702893045,11150.17,5867.59,C329678176,166301.75,170168.31,0,0
316,CASH_OUT,5955.93,C724349414,15705.15,9749.22,C813077574,13446.65,18863.18,0,0
73,PAYMENT,757.52,C443127901,7886.64,7129.12,C312239339,13063.66,13705.87,0,0
607,CASH_IN,1253.75,C647399707,872.76,0.0,C615935620,2043.97,3238.4,0,0
629,CASH_IN,3117.54,C656349167,5589.7,2472.16,C110877038,21738.21,24370.81,0,0
553,CASH_OUT,62598.32,C799189014,38379.48,0.0,C790611643,1508.68,61220.04,0,0
459,PAYMENT,7634.04,C377646549,9765.89,2131.85,C851458936,348.34,6855.22,0,0
300,PAYMENT,3386.8,C878964945,8175.03,4788.23,C347397304,76678.92,79844.93,0,0
403,DEBIT,73700.33,C504233112,3307.13,0.0,C457902883,518.78,68044.76,0,0
388,PAYMENT,132206.3,C321611718,5350.38,0.0,C908712866,10828.46,113926.21,0,0
123,CASH_OUT,77628.39,C214687684,110572.0,32943.61,C542081919,1007.68,62552.98,0,0
